DeviceId,What Hour,Computation Range,Predicted Water Consumtion,Mean Absolout Error,r2_score
57975958,1,3,1.006319915401374,0.24053720862001393,
57975958,2,3,0.9202415571646568,0.190359700325197,
57975958,3,3,0.8459862509005415,0.16033366450083253,
57975958,4,3,0.7800456469727595,0.14019591019189737,
57975958,5,3,0.7202713082052162,0.12571494269532524,
57975958,6,3,0.6652456025471811,0.11480004442557834,
57975958,7,3,0.4344763317887204,0.2857949764164958,
57975958,1,4,0.9632807362830154,0.28357638773837257,
57975958,2,4,0.8831139040325992,0.22748735345725468,
57975958,3,4,0.8130159489366504,0.1933039664647236,
57975958,4,4,0.7501584775889878,0.17008307957566904,
57975958,5,4,0.6927584553761987,0.15322779552434274,
57975958,6,4,0.5498609671679509,0.2301846798048086,
57975958,7,4,0.4554282315337382,0.26484307667147805,
57975958,1,5,0.9261530831509577,0.32070404087043025,
57975958,2,5,0.8501436020687081,0.26045765542114574,
57975958,3,5,0.7831287795528789,0.22319113584849515,
57975958,4,5,0.7226456247599703,0.19759593240468654,
57975958,5,5,0.5773738199969684,0.2686124309035731,
57975958,6,5,0.5498609671679509,0.2301846798048086,
57975958,7,5,0.5242281569535009,0.19604315125171534,
57975958,1,6,0.8501436020687081,0.3285855886869128,-23.261975566068227
57975958,2,6,0.7831287795528789,0.27533180689273506,-27.884286569967877
57975958,3,6,0.7226456247599703,0.24063511152304512,-31.260076301604208
57975958,4,6,0.5773738199969684,0.3057400840356308,-67.81250151348034
57975958,5,6,0.5498609671679509,0.2631549817686996,-63.70556072166501
57975958,6,6,0.5242281569535009,0.22593032063548696,-57.145161901902746
57975958,7,6,0.5451800566985187,0.14757839867768002,-28.772283920281286
57975958,1,7,0.8202564326849365,0.35847275807068435,-27.68610654732492
57975958,2,7,0.7556159267238614,0.30284465972175256,-33.735457743359426
57975958,3,7,0.6115977623222322,0.35168297396078324,-66.76897783146377
57975958,4,7,0.5773738199969684,0.3057400840356308,-67.81250151348034
57975958,5,7,0.5498609671679509,0.2631549817686996,-63.70556072166501
57975958,6,7,0.5242281569535009,0.22593032063548696,-57.145161901902746
57975958,7,7,0.5451800566985187,0.14757839867768002,-28.772283920281286
57975958,1,8,0.7556159267238614,0.42311326403175953,-38.57117344018973
57975958,2,8,0.6115977623222322,0.44686282412338174,-73.45057828600915
57975958,3,8,0.5773738199969684,0.38590691628604706,-80.3965042245578
57975958,4,8,0.5498609671679509,0.3332529368646483,-80.56621757167771
57975958,5,8,0.5242281569535009,0.2887877919831496,-76.7205682705742
57975958,6,8,0.5451800566985187,0.2049784208904692,-47.03776914834192
57975958,7,8,0.5094179984981028,0.18334045687809591,-44.406379734501385
57975958,1,9,0.6535027432206738,0.5252264475349471,-59.43506536061192
57975958,2,9,0.6027933545613631,0.45566723188425085,-76.37344215817635
57975958,3,9,0.5773738199969684,0.38590691628604706,-80.3965042245578
57975958,4,9,0.5498609671679509,0.3332529368646483,-80.56621757167771
57975958,5,9,0.5242281569535009,0.2887877919831496,-76.7205682705742
57975958,6,9,0.5094179984981028,0.24074047909088508,-64.88266369299075
57975958,7,9,0.5004512621210614,0.1923071932551373,-48.856213918465286
